MMM-YY,Emp_ID,Age,Gender,City,Education_Level,Salary,Dateofjoining,LastWorkingDate,Joining Designation,Designation,Total Business Value,Quarterly Rating
2016-01-01,407,40,Female,C13,Bachelor,58207,2013-05-17,,1,2,333580,3
2017-07-01,409,29,Male,C1,College,33320,2017-07-03,,2,2,0,1
2016-01-01,410,39,Male,C24,Bachelor,57225,2015-08-05,,2,2,113800,1
2016-01-01,411,28,Female,C1,Bachelor,52572,2015-02-17,,1,1,48140,1
2017-11-01,412,29,Male,C16,Master,56243,2017-11-15,,2,2,0,1
2016-01-01,414,32,Female,C25,College,97153,2015-01-21,,2,3,811710,2
2017-09-01,415,36,Female,C13,College,61575,2017-09-21,,2,2,0,1
2016-07-01,416,35,Female,C27,College,92559,2016-07-06,,3,3,0,1
2017-11-01,417,28,Female,C23,Bachelor,42027,2017-11-06,,2,2,0,1
2016-01-01,418,30,Male,C15,Bachelor,74051,2012-07-30,,1,2,452730,2
2016-01-01,419,26,Male,C13,Master,38390,2015-10-07,,1,1,0,1
2017-10-01,420,39,Male,C18,Master,80489,2017-10-26,,3,3,0,1
2016-01-01,421,40,Male,C4,Master,93113,2012-11-07,,1,2,543530,3
2016-01-01,422,25,Male,C27,Bachelor,78754,2013-04-20,,2,3,1178930,2
2016-01-01,423,36,Male,C20,College,43083,2013-04-29,,1,1,512580,2
2016-01-01,424,39,Male,C17,College,74684,2015-09-02,,2,2,1094020,2
2016-01-01,425,45,Male,C22,Bachelor,30921,2012-12-24,,1,3,245490,1
2016-01-01,426,34,Male,C24,Master,65053,2015-07-14,,2,2,100000,1
2017-10-01,427,33,Male,C10,Bachelor,88180,2017-10-04,,3,3,0,2
2016-06-01,429,37,Male,C8,College,120771,2016-06-15,,2,4,0,1
2016-01-01,430,31,Male,C28,College,14489,2016-01-06,,1,1,0,1
2017-05-01,431,38,Female,C18,College,50457,2017-05-11,,3,3,0,1
2016-06-01,432,35,Male,C14,College,17047,2016-06-08,,1,1,0,1
2017-06-01,433,36,Male,C13,Master,78656,2017-05-29,,3,3,0,1
2016-01-01,434,28,Female,C6,Master,80469,2014-08-11,,1,2,5033020,4
2016-01-01,435,29,Male,C22,College,63479,2015-06-12,,1,1,417110,3
2016-01-01,436,28,Male,C24,Master,128590,2014-06-09,,1,4,8850600,4
2016-01-01,438,43,Female,C9,Master,81206,2015-10-14,,1,2,324950,3
2016-12-01,439,27,Male,C3,Bachelor,60246,2016-11-28,,1,1,0,1
2016-01-01,440,38,Male,C16,Bachelor,113125,2010-08-11,,2,4,585330,1
2017-06-01,441,31,Male,C6,Master,81288,2017-05-31,,3,3,0,1
2016-09-01,442,32,Male,C23,Master,73933,2016-09-20,,3,3,0,1
2017-09-01,443,31,Female,C3,Bachelor,55108,2017-09-04,,2,2,0,1
2016-12-01,444,31,Male,C15,Bachelor,36856,2016-11-28,,1,1,0,1
2016-01-01,445,32,Male,C8,College,33956,2016-01-05,2016-01-25,2,2,0,1
2017-02-01,446,30,Female,C22,College,50832,2017-02-01,,3,3,0,1
2016-01-01,448,35,Male,C10,Bachelor,65389,2011-04-04,,2,4,3011170,3
2017-09-01,449,25,Male,C11,College,32466,2017-09-25,,1,1,0,1
2016-01-01,450,28,Male,C20,Master,70415,2012-08-20,,1,3,1084790,2
2016-01-01,451,41,Female,C16,Master,123390,2010-11-05,,1,5,0,1
2016-01-01,452,45,Male,C19,College,104473,2010-10-14,,2,4,223450,1
2016-07-01,453,36,Male,C12,Master,123361,2016-07-15,,4,4,0,3
2016-08-01,454,30,Female,C17,Master,45357,2016-08-17,,1,1,0,1
2017-07-01,456,34,Female,C26,Bachelor,45193,2017-07-07,,2,2,0,1
2017-11-01,457,22,Female,C5,Bachelor,54992,2017-11-20,,2,2,0,2
2017-08-01,458,31,Female,C19,College,16749,2017-07-31,,3,3,0,1
2017-11-01,459,29,Male,C12,Master,67194,2017-10-30,,3,3,0,1
2016-12-01,460,29,Female,C15,College,37575,2016-12-05,,2,2,0,1
2017-04-01,461,31,Female,C8,College,53577,2017-04-25,,2,2,0,1
2017-10-01,462,35,Male,C16,Master,46139,2017-10-02,,3,3,0,1
2016-01-01,463,39,Male,C24,Bachelor,47419,2015-12-10,,1,1,117860,1
2016-07-01,464,33,Male,C27,Master,86072,2016-07-16,,3,3,0,1
2016-01-01,465,34,Female,C8,Master,87438,2015-01-13,,2,2,105960,2
2016-12-01,466,23,Female,C23,College,64179,2016-12-19,,2,2,0,1
2016-11-01,467,32,Male,C29,College,83926,2016-11-17,,3,3,0,1
2016-01-01,469,31,Male,C13,Master,26067,2015-10-09,2016-01-20,1,1,0,1
2017-02-01,470,31,Male,C1,College,39660,2017-02-10,,2,2,0,1
2017-05-01,471,38,Male,C12,College,59318,2017-05-08,,3,3,0,1
2017-06-01,472,38,Female,C23,Bachelor,83429,2017-06-13,,3,3,0,1
2016-01-01,473,25,Female,C16,Bachelor,62431,2015-07-28,,1,1,0,1
2016-01-01,474,32,Male,C10,Bachelor,45068,2015-08-04,2016-01-19,1,1,0,1
2016-01-01,475,43,Male,C11,Bachelor,42714,2015-07-13,,1,1,380020,3
2017-03-01,476,27,Female,C16,College,22918,2017-03-15,,2,2,0,1
2016-01-01,477,39,Male,C19,Bachelor,29312,2015-06-01,,1,1,316700,2
2016-09-01,478,31,Female,C20,Bachelor,39164,2016-09-05,,2,2,0,1
2016-01-01,479,23,Female,C20,Master,22947,2015-12-03,,1,1,0,1
2016-01-01,481,29,Male,C12,Master,68341,2014-05-26,,1,1,455800,3
2016-01-01,482,43,Male,C10,Bachelor,56611,2012-07-23,,1,2,1149390,3
2017-05-01,483,42,Female,C16,Bachelor,132558,2017-05-18,,3,3,0,1
2016-08-01,484,29,Female,C4,College,26562,2016-08-08,,1,1,0,1
2016-01-01,486,38,Female,C10,College,31674,2013-10-31,,1,2,981140,2
2016-01-01,487,39,Male,C12,Bachelor,35091,2015-12-21,2016-01-13,1,1,0,1
2016-01-01,488,43,Male,C28,Master,80716,2015-10-21,,1,2,1035620,3
2016-10-01,489,31,Female,C12,Master,49475,2016-10-18,,1,1,0,1
2017-05-01,491,25,Male,C2,Master,41638,2017-05-01,,1,1,0,1
2016-01-01,492,36,Female,C19,College,23107,2015-07-23,2016-01-28,2,2,0,1
2016-12-01,493,27,Male,C9,Bachelor,52307,2016-12-09,,2,2,0,1
2017-03-01,494,36,Female,C16,Bachelor,110964,2017-03-08,,3,3,2250000,3
2016-01-01,496,23,Male,C15,Bachelor,20170,2015-10-19,,1,1,250000,1
2017-06-01,497,29,Female,C16,Bachelor,65035,2017-06-22,,2,2,0,1
2017-11-01,498,31,Male,C20,Master,65571,2017-11-06,,2,2,0,1
2017-10-01,499,43,Male,C3,Master,47668,2017-09-28,,3,3,0,1
2016-01-01,500,39,Male,C12,Bachelor,103119,2015-05-11,,4,4,612140,1
2017-05-01,501,32,Female,C16,College,96956,2017-05-08,,3,3,0,2
2016-11-01,502,23,Male,C5,Bachelor,49888,2016-11-21,,2,2,0,1
2016-01-01,503,44,Female,C21,College,42544,2015-06-20,,1,1,256760,2
2016-01-01,504,32,Female,C15,Bachelor,49653,2012-08-06,,2,2,497250,2
2016-01-01,505,24,Male,C26,College,55804,2016-01-16,,2,2,0,1
2016-01-01,507,39,Male,C6,Bachelor,29231,2012-11-22,,1,2,250590,3
2017-12-01,508,33,Male,C21,Bachelor,48682,2017-12-14,,2,2,0,1
2017-07-01,509,25,Male,C8,College,92079,2017-06-29,,3,3,0,1
2017-09-01,510,27,Female,C29,College,68751,2017-09-05,,1,1,0,1
2017-12-01,511,34,Male,C21,Master,58130,2017-12-15,,2,2,0,1
2016-05-01,512,43,Female,C8,Bachelor,40777,2016-05-23,,1,1,0,1
2016-01-01,513,35,Female,C20,Master,22793,2015-06-13,,1,1,108010,1
2017-04-01,515,26,Female,C29,College,10747,2017-04-13,,2,2,0,1
2016-07-01,516,25,Female,C29,College,41099,2016-07-04,,1,1,0,1
2016-01-01,517,51,Female,C1,Master,59796,2015-10-23,2016-01-08,1,1,0,1
2016-01-01,518,45,Female,C15,Master,52199,2015-09-08,,1,1,318550,2
2016-11-01,519,36,Male,C29,Bachelor,83253,2016-10-31,,3,3,0,1
2016-01-01,520,27,Female,C23,Bachelor,98996,2016-01-09,,4,4,5145710,3
2017-04-01,521,35,Male,C27,College,27882,2017-04-06,,1,1,0,3
2016-01-01,522,36,Male,C26,Master,109652,2011-05-30,,2,3,333770,2
2017-05-01,523,39,Male,C9,College,31056,2017-05-02,,3,3,0,1
2017-08-01,524,32,Male,C17,Bachelor,82822,2017-08-02,,3,3,0,1
2016-11-01,525,33,Male,C22,Bachelor,106727,2016-10-29,,3,3,0,1
2016-01-01,527,34,Male,C23,Bachelor,86823,2014-08-21,,3,4,3200000,3
2017-03-01,528,33,Male,C10,College,51086,2017-03-11,,2,2,0,1
2016-01-01,529,32,Female,C9,College,12934,2015-11-30,,2,2,183800,1
2017-03-01,530,37,Male,C28,Master,31137,2017-03-14,,1,1,0,1
2017-09-01,531,35,Male,C8,Master,68045,2017-09-06,,2,2,0,1
2016-10-01,532,35,Male,C26,College,61243,2016-10-25,,1,1,0,1
2016-06-01,533,35,Male,C1,Bachelor,35731,2016-06-24,,1,1,0,1
2017-11-01,534,28,Male,C10,College,87872,2017-11-23,,3,3,0,1
2016-01-01,535,38,Male,C27,Bachelor,77182,2012-09-06,,1,4,1178780,2
2016-07-01,536,27,Male,C26,Master,35112,2016-07-21,,1,1,0,1
2016-12-01,537,34,Female,C29,Bachelor,76868,2016-12-06,,2,2,0,1
2016-11-01,538,25,Female,C23,Bachelor,29698,2016-11-10,,1,1,0,1
2016-01-01,539,36,Male,C24,College,109296,2013-06-20,2016-01-19,2,3,0,1
2017-12-01,540,29,Male,C14,College,96233,2017-12-05,,3,3,0,1
2016-01-01,541,26,Male,C1,Master,71812,2014-02-10,,1,2,0,1
2016-07-01,542,43,Male,C8,Bachelor,43720,2016-07-04,,2,2,0,1
2017-10-01,543,29,Male,C12,College,34793,2017-09-28,,3,3,0,1
2016-01-01,544,42,Male,C14,Master,50345,2012-07-23,,1,2,987650,3
2016-01-01,545,29,Female,C26,Bachelor,62542,2015-11-10,2016-01-25,2,2,0,1
2017-09-01,546,35,Female,C14,Master,20993,2017-09-21,,1,1,0,1
2017-09-01,547,27,Male,C19,College,34536,2017-09-04,,2,2,0,1
2017-08-01,548,31,Female,C20,Master,55239,2017-08-16,,3,3,0,1
2016-01-01,549,24,Female,C2,Bachelor,20886,2015-11-16,2016-01-27,1,1,212640,1
2016-10-01,550,35,Male,C27,Bachelor,55670,2016-10-25,,1,1,0,1
2016-01-01,551,43,Male,C13,Master,84481,2015-06-16,,3,3,236100,1
2016-11-01,552,36,Male,C13,Bachelor,65170,2016-11-18,,3,3,0,2
2016-09-01,553,32,Male,C12,Bachelor,44273,2016-09-10,,2,2,0,1
2016-01-01,554,36,Male,C24,Master,19649,2015-11-20,,1,1,0,1
2016-01-01,556,34,Female,C8,Master,51658,2012-10-04,,1,2,266450,3
2016-01-01,558,38,Female,C11,Bachelor,55263,2012-08-27,,1,2,854310,3
2017-08-01,559,40,Male,C27,College,44342,2017-08-14,,1,1,0,1
2016-01-01,560,40,Male,C19,Master,152234,2015-07-24,,3,4,2562500,3
2017-12-01,561,28,Male,C6,Bachelor,43855,2017-12-21,,1,1,0,1
2017-02-01,562,29,Female,C6,College,52465,2017-02-02,,2,2,0,1
2016-01-01,563,34,Female,C20,College,73359,2014-07-17,,1,3,100050,1
2016-01-01,564,38,Male,C1,Master,31340,2016-01-15,,1,1,0,1
2016-09-01,565,36,Male,C28,Bachelor,56543,2016-09-23,,3,3,0,1
2016-01-01,566,35,Male,C10,Master,50504,2015-05-22,,1,1,568480,3
2016-01-01,568,31,Male,C16,Bachelor,55600,2015-05-21,,1,3,4306190,4
2016-01-01,569,38,Female,C26,College,111743,2012-12-31,,2,3,200000,3
2017-01-01,570,33,Female,C19,Master,37929,2017-01-06,,1,1,0,2
2017-07-01,571,32,Female,C3,Master,95826,2017-07-28,,3,3,0,1
2017-02-01,572,29,Female,C2,College,31890,2017-02-02,,2,2,0,1
2017-05-01,573,26,Male,C28,Master,54026,2017-05-03,,2,2,0,1
2016-07-01,574,39,Male,C13,College,70144,2016-07-04,,2,2,0,1
2017-12-01,575,27,Male,C25,Master,39391,2017-12-21,,1,1,0,1
2017-05-01,576,30,Female,C22,College,68356,2017-05-08,,3,3,0,1
2017-05-01,577,29,Female,C14,Master,108091,2017-05-03,,3,3,0,1
2016-01-01,578,35,Male,C29,Bachelor,46169,2015-12-21,2016-01-19,2,2,0,1
2016-01-01,579,30,Female,C5,Master,70570,2014-06-30,,1,2,425930,2
2016-01-01,580,40,Female,C18,Master,51189,2015-07-27,,1,1,552910,4
2016-01-01,581,40,Male,C25,Master,52641,2015-01-10,,1,1,432650,4
2016-11-01,582,32,Female,C10,Master,47682,2016-11-25,,2,2,0,1
2017-08-01,583,31,Male,C11,College,59926,2017-07-31,,2,2,602120,2
2016-01-01,584,28,Female,C1,College,51593,2012-10-01,,2,3,242870,1
2016-01-01,585,41,Female,C4,College,14989,2015-10-26,2016-01-16,1,1,0,1
2017-06-01,587,33,Female,C20,College,96680,2017-05-27,,3,3,0,1
2017-05-01,588,28,Female,C13,College,17660,2017-05-01,,2,2,0,1
2017-10-01,591,36,Male,C7,Master,100882,2017-09-28,,3,3,0,2
2016-01-01,592,40,Female,C20,Bachelor,67624,2015-05-04,,1,2,923700,2
2017-03-01,593,38,Male,C23,College,86336,2017-02-27,,3,3,990000,2
2017-09-01,594,30,Male,C19,College,41093,2017-09-21,,2,2,0,1
2017-07-01,595,30,Male,C26,College,55828,2017-07-04,,2,2,0,1
2016-01-01,596,29,Male,C12,College,66483,2015-08-24,,2,2,50000,2
2017-08-01,597,28,Female,C23,Master,85926,2017-08-01,,3,3,0,1
2016-01-01,598,38,Female,C9,Bachelor,78135,2015-12-17,,2,2,109700,2
2017-12-01,599,27,Female,C3,Bachelor,71458,2017-12-14,,2,2,0,1
2016-10-01,600,28,Male,C2,Bachelor,115293,2016-10-13,,3,3,0,2
2016-01-01,601,33,Female,C19,Bachelor,39119,2013-05-23,,1,2,246330,1
2017-04-01,602,28,Male,C9,College,49553,2017-04-04,,2,2,0,1
2016-10-01,603,30,Male,C15,College,64842,2016-10-22,,2,2,0,1
2016-01-01,604,45,Female,C26,Bachelor,65856,2013-05-27,,1,2,551260,2
2016-01-01,605,35,Male,C10,Bachelor,95352,2012-10-15,,1,3,1679160,3
2017-02-01,606,33,Female,C10,College,114230,2017-01-31,,3,3,0,1
2016-01-01,607,27,Female,C27,Bachelor,38764,2015-01-20,,1,1,108710,2
2016-11-01,608,23,Male,C26,Master,83294,2016-11-15,,2,2,0,1
2016-01-01,609,33,Female,C9,Master,46186,2015-10-19,,1,1,310330,2
2016-11-01,610,30,Female,C23,Master,49664,2016-11-03,,2,2,0,1
2017-01-01,611,32,Female,C10,Bachelor,39216,2017-01-13,,2,2,0,1
2016-11-01,612,31,Male,C17,College,29685,2016-11-03,,1,1,0,1
2016-01-01,613,30,Male,C1,College,13653,2015-08-17,,1,1,217770,2
2016-01-01,614,22,Female,C10,Bachelor,36474,2015-10-21,,1,1,1503530,4
2016-01-01,615,33,Male,C23,Master,54056,2015-05-21,,1,2,280260,2
2017-06-01,617,21,Female,C18,College,21673,2017-05-31,,1,1,0,1
2016-01-01,618,41,Male,C6,Master,54520,2014-06-13,,1,2,487790,2
2017-05-01,619,29,Female,C14,Bachelor,32150,2017-05-08,,3,3,0,1
2017-09-01,620,29,Female,C8,Master,79801,2017-09-08,,3,3,0,1
2016-12-01,621,29,Female,C4,Master,101494,2016-12-13,,3,3,0,1
2017-12-01,622,42,Male,C22,College,53454,2017-12-25,,3,3,0,1
2016-01-01,623,23,Female,C29,Bachelor,57931,2015-11-12,,1,1,0,1
2016-01-01,624,33,Male,C15,Bachelor,104712,2011-05-18,,2,3,858470,2
2016-01-01,625,31,Male,C12,Bachelor,49936,2015-11-23,,1,1,318510,2
2016-12-01,626,35,Male,C24,College,18788,2016-12-01,,2,2,0,1
2016-01-01,627,36,Male,C17,Bachelor,35219,2015-10-14,,2,2,621030,2
2016-01-01,629,43,Female,C15,College,38624,2015-09-29,,2,2,145450,1
2016-01-01,630,34,Female,C28,College,51781,2015-09-09,,2,2,500000,1
2017-08-01,633,36,Female,C3,Master,48059,2017-07-31,,3,3,0,1
2016-01-01,634,29,Male,C28,Master,54358,2016-01-16,,1,1,0,1
2017-07-01,635,31,Male,C28,Bachelor,130429,2017-07-03,,3,3,0,1
2016-01-01,636,44,Male,C20,College,95388,2014-10-01,,4,4,0,1
2016-01-01,638,36,Male,C16,Master,137911,2010-07-13,,2,4,1626810,4
2017-02-01,639,26,Male,C12,Master,66599,2017-02-01,,2,2,0,1
2016-12-01,640,26,Female,C8,Bachelor,105931,2016-12-07,,3,3,0,1
2017-08-01,642,35,Male,C11,College,86516,2017-07-31,,3,3,0,1
2017-07-01,643,34,Male,C26,Bachelor,63632,2017-07-10,,2,2,0,2
2017-04-01,644,29,Male,C6,Master,34741,2017-04-25,,1,1,0,1
2016-04-01,645,28,Female,C8,Master,110445,2016-03-30,,2,4,0,2
2017-10-01,646,33,Male,C11,Bachelor,71776,2017-10-12,,3,3,0,1
2016-08-01,647,33,Female,C10,Master,57888,2016-08-01,,1,1,0,1
2017-07-01,648,27,Female,C3,College,18928,2017-07-24,,1,1,0,1
2016-06-01,649,32,Male,C14,Bachelor,35584,2016-06-01,,1,1,0,1
2017-11-01,650,33,Female,C16,Bachelor,42953,2017-11-14,,2,2,0,1
2016-12-01,651,34,Female,C12,Bachelor,41298,2016-12-05,,3,3,0,1
2016-01-01,652,33,Male,C20,Bachelor,112322,2015-11-05,,4,4,0,1
2016-01-01,653,44,Female,C1,College,64702,2015-09-12,,2,2,0,1
2017-10-01,654,22,Male,C4,College,36116,2017-10-10,,2,2,0,1
2016-01-01,655,35,Male,C13,College,40926,2016-01-05,,2,2,0,1
2017-04-01,658,29,Female,C6,Bachelor,105966,2017-04-13,,3,3,0,2
2017-06-01,659,32,Female,C13,Master,54903,2017-06-05,,3,3,0,1
2017-01-01,660,24,Female,C7,College,15327,2017-01-25,,1,1,0,1
2016-01-01,662,35,Male,C29,Bachelor,76548,2013-10-17,,1,2,785140,2
2017-07-01,663,27,Male,C21,Bachelor,97203,2017-07-04,,3,3,0,1
2017-12-01,664,33,Male,C19,Master,40041,2017-12-11,,1,1,186080,2
2016-01-01,667,31,Male,C8,Master,78143,2015-09-09,,2,2,1548680,3
2016-12-01,668,29,Female,C3,Bachelor,45969,2016-11-28,,2,2,0,1
2016-11-01,671,32,Male,C11,Master,42368,2016-11-01,,3,3,100680,1
2017-09-01,672,30,Male,C18,Master,77011,2017-08-29,,2,2,0,1
2017-07-01,673,35,Female,C12,Bachelor,36967,2017-07-10,,2,2,0,1
2016-09-01,674,33,Female,C14,Bachelor,38546,2016-09-14,,1,1,0,1
2016-01-01,677,48,Female,C29,Bachelor,71072,2012-05-21,,2,3,807550,1
2017-08-01,678,35,Male,C14,Master,31411,2017-08-23,,1,1,0,1
2016-01-01,680,36,Female,C3,Master,127380,2011-07-28,,2,4,166940,2
2017-09-01,681,29,Male,C23,College,51840,2017-08-29,,2,2,0,1
2016-07-01,682,28,Male,C14,Bachelor,40008,2016-07-19,,1,1,0,1
2016-01-01,683,41,Female,C17,Master,55762,2015-10-06,,1,1,0,2
2017-07-01,684,23,Female,C20,College,30083,2017-06-30,,1,1,0,3
2016-11-01,686,28,Female,C1,Master,62909,2016-11-02,,2,2,0,1
2016-10-01,687,32,Male,C18,College,13037,2016-10-04,,1,1,0,1
2016-01-01,688,45,Female,C14,Bachelor,22931,2015-06-16,,1,2,802590,2
2016-01-01,689,28,Female,C10,Bachelor,17186,2015-10-14,2015-12-31,1,1,0,1
2016-01-01,690,45,Female,C14,College,49509,2015-12-10,,2,2,0,1
2017-07-01,691,30,Female,C7,College,59241,2017-06-28,,2,2,0,1
2016-01-01,692,32,Male,C23,Bachelor,31831,2014-12-18,,1,1,213500,1
2016-01-01,693,45,Male,C14,Master,123729,2012-07-26,,2,4,1364680,2
2016-08-01,694,31,Female,C16,Master,82632,2016-07-29,,3,3,0,1
2017-08-01,695,26,Male,C17,Master,57667,2017-08-03,,1,1,0,1
2017-04-01,696,26,Female,C10,College,79461,2017-03-16,,3,3,0,1
2016-07-01,697,41,Male,C25,Bachelor,118215,2016-07-14,,4,4,0,1
2017-05-01,698,32,Male,C1,Master,76536,2017-05-01,,3,3,0,4
2016-01-01,700,29,Female,C10,Bachelor,31052,2014-12-26,,1,1,95590,3
2016-01-01,701,42,Female,C3,Master,85450,2016-01-12,,2,2,395240,2
2016-07-01,702,37,Female,C20,College,113807,2016-06-30,,3,3,0,1
2016-01-01,703,28,Male,C11,Master,103494,2013-04-25,,1,3,1960530,4
2016-01-01,704,27,Male,C8,Bachelor,62931,2015-05-25,,1,2,195990,2
2016-10-01,705,40,Male,C20,Master,130781,2016-10-03,,3,3,0,1
2017-07-01,706,35,Male,C27,College,70677,2017-07-06,,3,3,0,1
2016-01-01,707,31,Female,C4,Master,58323,2015-05-21,,1,1,50000,2
2016-11-01,708,38,Female,C19,College,97116,2016-11-21,,3,3,0,1
2016-01-01,709,31,Male,C13,Bachelor,135436,2015-08-04,,5,5,0,1
2017-02-01,710,32,Male,C18,Master,110299,2017-02-06,,3,3,0,1
2017-12-01,711,29,Male,C18,College,31182,2017-12-28,,1,1,0,1
2017-08-01,712,34,Male,C5,Bachelor,83615,2017-08-21,,3,3,0,1
2016-01-01,713,27,Male,C12,College,69388,2015-01-30,,1,2,3299470,4
2016-11-01,714,34,Male,C13,Master,81352,2016-11-08,,3,3,0,1
2017-12-01,715,41,Male,C4,Bachelor,34780,2017-12-19,,2,2,0,1
2016-01-01,716,42,Male,C1,Bachelor,57593,2014-11-10,,1,2,211870,2
2016-01-01,718,26,Male,C15,Master,67490,2013-04-26,,1,3,450580,2
2017-06-01,721,34,Male,C19,Master,101880,2017-05-29,,3,3,0,1
2016-01-01,722,37,Male,C9,Bachelor,37839,2015-11-13,,2,2,797280,2
2016-01-01,723,31,Male,C17,Bachelor,42243,2015-07-27,,1,1,219760,3
2017-09-01,724,31,Female,C1,Master,36430,2017-09-13,,2,2,0,1
2017-08-01,725,29,Male,C20,College,19456,2017-08-07,,1,1,0,1
2016-01-01,726,29,Female,C18,Bachelor,51497,2014-01-09,,1,1,346660,2
2016-05-01,727,38,Male,C22,Master,44720,2016-05-21,,2,2,0,1
2017-09-01,729,33,Male,C28,College,40531,2017-09-04,,2,2,0,1
2016-01-01,731,35,Female,C2,College,19290,2015-09-22,,1,1,228920,1
2017-12-01,733,23,Female,C6,College,13937,2017-12-14,,1,1,0,1
2016-10-01,734,34,Female,C22,Master,88414,2016-10-24,,3,3,0,1
2016-08-01,735,38,Female,C12,Bachelor,110490,2016-08-08,,4,4,0,1
2016-01-01,736,26,Female,C15,Master,81944,2015-10-03,,1,1,145500,1
2017-08-01,737,40,Male,C19,College,24752,2017-08-09,,3,3,0,1
2017-05-01,738,26,Male,C8,Bachelor,41980,2017-05-05,,2,2,0,1
2016-01-01,739,30,Female,C20,College,108768,2014-06-19,,1,3,-1244820,1
2017-06-01,740,37,Male,C3,Bachelor,46131,2017-06-12,,1,1,0,1
2017-09-01,742,33,Male,C13,Bachelor,84637,2017-09-06,,3,3,0,1
2017-01-01,743,36,Male,C10,College,73273,2017-01-03,,2,2,0,1
2016-01-01,744,26,Male,C20,Master,43322,2015-01-21,,1,1,1048330,2
2016-10-01,745,30,Male,C11,Master,62042,2016-10-24,,2,2,0,1
2016-01-01,747,32,Female,C17,Bachelor,58943,2013-11-25,,1,2,223160,2
2017-12-01,748,31,Female,C20,College,50210,2017-11-28,,3,3,0,1
2017-11-01,751,27,Male,C22,College,105510,2017-11-15,,3,3,0,1
2017-05-01,752,43,Male,C23,Master,56243,2017-05-03,,2,2,0,1
2016-01-01,753,33,Male,C16,Bachelor,59656,2014-10-16,,2,2,677260,4
2017-10-01,754,29,Male,C29,College,44820,2017-10-18,,2,2,0,1
2017-01-01,755,36,Male,C8,Bachelor,25894,2016-12-30,,3,3,0,1
2016-05-01,756,29,Female,C4,Bachelor,57476,2016-05-26,,3,3,0,1
2016-01-01,757,34,Male,C27,College,63181,2014-07-11,,1,3,1615000,2
2016-09-01,758,33,Male,C15,Bachelor,54288,2016-08-31,,2,2,0,1
2016-12-01,759,41,Male,C26,Bachelor,87182,2016-12-08,,3,3,0,1
2017-06-01,761,23,Male,C10,Master,69449,2017-06-12,,2,2,0,1
2016-01-01,762,33,Male,C27,Master,35024,2013-04-26,,1,2,378370,2
2017-11-01,763,32,Male,C5,Master,22913,2017-11-21,,1,1,0,1
2016-01-01,764,37,Female,C26,Bachelor,18285,2015-11-30,,1,1,386590,1
2016-01-01,765,45,Female,C8,Bachelor,123216,2013-11-28,,1,4,746450,4
2016-08-01,766,30,Female,C8,Bachelor,28308,2016-07-29,,1,1,0,2
2016-01-01,767,39,Female,C2,College,85693,2014-05-23,,1,3,1036370,1
2017-04-01,768,23,Female,C26,Bachelor,87853,2017-04-25,,1,1,0,3
2017-11-01,769,36,Male,C11,Bachelor,107149,2017-11-01,,3,3,0,1
2016-07-01,770,25,Male,C26,College,18544,2016-07-05,,2,2,0,1
2017-07-01,771,36,Male,C5,Bachelor,45071,2017-07-11,,2,2,0,1
2016-07-01,772,29,Male,C29,Master,75986,2016-07-08,,3,3,0,1
2016-10-01,773,29,Male,C29,College,51600,2016-10-28,,2,2,0,1
2017-06-01,776,37,Female,C8,Bachelor,63587,2017-06-09,,2,2,0,1
2016-12-01,777,29,Female,C22,Master,70816,2016-11-28,,2,2,0,1
2016-06-01,778,30,Male,C9,Bachelor,38990,2016-06-13,,2,2,0,1
2017-04-01,779,35,Female,C23,Master,23182,2017-04-05,,1,1,0,1
2016-12-01,781,40,Female,C23,Master,82503,2016-12-21,,3,3,0,1
2017-06-01,782,36,Female,C29,Bachelor,42314,2017-06-14,,2,2,0,1
2016-01-01,783,48,Male,C3,Master,76195,2012-12-10,,1,2,432070,2
2017-04-01,784,41,Male,C17,Master,100303,2017-04-06,,3,3,0,1
2017-07-01,785,31,Male,C26,Bachelor,54209,2017-07-17,,2,2,0,3
2016-09-01,787,33,Male,C26,Bachelor,75467,2016-08-30,,3,3,0,1
2016-01-01,789,38,Female,C22,College,65696,2015-11-27,,2,2,0,1
2016-01-01,790,30,Male,C12,Bachelor,40253,2015-11-11,,2,2,340390,1
2016-01-01,791,35,Female,C4,College,84961,2012-10-15,,2,3,1254520,2
2016-12-01,792,31,Female,C19,Master,48639,2016-12-10,,2,2,0,1
2017-11-01,793,26,Female,C7,Master,92670,2017-10-30,,3,3,0,1
2016-01-01,794,33,Male,C21,Master,60252,2012-05-28,,2,2,172520,3
2016-01-01,796,32,Male,C26,Master,50434,2012-11-08,,2,2,794630,3
2016-01-01,797,33,Male,C24,Master,29689,2015-08-10,,1,1,300000,2
2016-01-01,798,37,Male,C27,College,34849,2015-08-29,2016-01-09,2,2,0,1
2016-12-01,799,33,Female,C21,Bachelor,30951,2016-12-06,,2,2,0,1
2016-07-01,800,35,Male,C6,College,49614,2016-06-30,,2,2,0,1
2017-08-01,801,38,Male,C29,Bachelor,62810,2017-08-21,,3,3,0,1
2017-12-01,802,29,Male,C20,Master,63080,2017-12-12,,3,3,0,1
2017-04-01,803,27,Male,C11,Master,62232,2017-04-14,,1,1,0,1
2016-11-01,804,29,Male,C23,Master,46600,2016-11-11,,2,2,0,1
2016-01-01,805,24,Male,C16,Bachelor,17676,2016-01-13,,1,1,0,2
